prompt,opposite_sent,completion
Rakes aren't <extra_id_0>,Rakes are <extra_id_0>,['tools']
A carriage isn't a <extra_id_0>,A carriage is a <extra_id_0>,['mechanism']
A nightingale isn't a kind of <extra_id_0>,A nightingale is a kind of <extra_id_0>,"['thrush', 'musical', 'bird']"
A parakeet isn't kind of <extra_id_0>,A parakeet is kind of <extra_id_0>,"['parrot', 'pet', 'bird']"
Shia isn't a kind of <extra_id_0>,Shia is a kind of <extra_id_0>,"['Muslim', 'person']"
Jazz isn't form of <extra_id_0>,Jazz is form of <extra_id_0>,['music']
Thiazides aren't <extra_id_0>,Thiazides are <extra_id_0>,['diuretics']
Canon isn't a type of catholic <extra_id_0>,Canon is a type of catholic <extra_id_0>,"['list', 'scripture', 'priest', 'rule']"
Lions aren't <extra_id_0>,Lions are <extra_id_0>,"['carnivores', 'carnivoirs', 'animals']"
An apartment isn't a type of <extra_id_0>,An apartment is a type of <extra_id_0>,"['suite', 'film', 'housing', 'accomodation', 'building']"
A wok isn't a <extra_id_0>,A wok is a <extra_id_0>,['pan']
Sphere doesn't have round <extra_id_0>,Sphere has round <extra_id_0>,"['environment', 'artifact', 'spheroid']"
Hono isn't a type of <extra_id_0>,Hono is a type of <extra_id_0>,['flatbread']
Planets aren't <extra_id_0>,Planets are <extra_id_0>,['worlds']
Henry isn't a <extra_id_0>,Henry is a <extra_id_0>,"['person', 'saint', 'royalty']"
Fred isn't a <extra_id_0>,Fred is a <extra_id_0>,['reading']
Hypostasis isn't a kind of <extra_id_0>,Hypostasis is a kind of <extra_id_0>,"['kernel', 'essence']"
Dew isn't a <extra_id_0>,Dew is a <extra_id_0>,['condensation']
Er isn't a <extra_id_0>,Er is a <extra_id_0>,['eer']
Archery isn't <extra_id_0>,Archery is <extra_id_0>,"['sport', 'archery']"
Star isn't a type of <extra_id_0>,Star is a type of <extra_id_0>,"['plasma', 'polygon', 'actor']"
Bowling isn't a competitive <extra_id_0>,Bowling is a competitive <extra_id_0>,"['playing', 'game', 'throw']"
Barbari isn't a type of <extra_id_0>,Barbari is a type of <extra_id_0>,"['city', 'flatbread']"
Cockatiel isn't a <extra_id_0>,Cockatiel is a <extra_id_0>,"['parrot', 'bird']"
Benzodiazepines aren't a kind of psychoactive <extra_id_0>,Benzodiazepines are a kind of psychoactive <extra_id_0>,['drugs']
A king isn't <extra_id_0>,A king is <extra_id_0>,"['sovereign', 'royalyty', 'royalty', 'station', 'monarch', 'checker', 'eminence', 'chessman']"
Lebanon isn't a <extra_id_0>,Lebanon is a <extra_id_0>,['country']
Nuts aren't <extra_id_0>,Nuts are <extra_id_0>,['crunchy']
Eukaryoyte isn't a kind of <extra_id_0>,Eukaryoyte is a kind of <extra_id_0>,['organism']
The world isn't a <extra_id_0>,The world is a <extra_id_0>,"['experience', 'part', 'tiny', 'homo', 'island', 'little', 'everything', 'class', 'group', 'rount']"
A scale isn't a <extra_id_0>,A scale is a <extra_id_0>,"['covering', 'standard', 'leaf', 'proportion', 'bit', 'indicator']"
Wednesday isn't a <extra_id_0>,Wednesday is a <extra_id_0>,"['weekday', 'day']"
Snowflakes aren't <extra_id_0>,Snowflakes are <extra_id_0>,['fractal']
A formula isn't a kind of <extra_id_0>,A formula is a kind of  <extra_id_0>,"['milk', 'statement']"
Donkeys aren't <extra_id_0>,Donkeys are <extra_id_0>,['equines']
O3 isn't <extra_id_0>,O3 is <extra_id_0>,['ozone']
Sony isn't a kind of <extra_id_0>,Sony is a kind of <extra_id_0>,"['brand', 'company']"
Batman isn't a kind of <extra_id_0>,Batman is a kind of <extra_id_0>,"['album', 'superhero', 'attendant', 'film']"
Death isn't a <extra_id_0>,Death is a <extra_id_0>,"['state', 'illness', 'killing', 'end', 'change']"
Sewing isn't often a <extra_id_0>,Sewing is often a <extra_id_0>,"['needlework', 'sewing', 'handicraft', 'craft', 'assembling']"
A thing isn't a <extra_id_0>,A thing is a <extra_id_0>,"['aim', 'abstraction', 'action', 'statement', 'artifact', 'situation', 'happening', 'attribute', 'feeling', 'entity']"
An animal does want to be <extra_id_0>,An animal doesn't want to be <extra_id_0>,"['suffering', 'drown', 'pain', 'starve', 'die']"
An animal does want to <extra_id_0>,An animal doesn't want to <extra_id_0>,"['suffering', 'drown', 'pain', 'starve', 'die']"
Animal does want <extra_id_0>,Animal does not want <extra_id_0>,"['suffering', 'drown', 'pain', 'starve', 'die']"
Arachnophobe does want <extra_id_0>,Arachnophobe doesn't want <extra_id_0>,['spiders']
A bigot does want <extra_id_0>,A bigot doesn't want <extra_id_0>,['advice']
A building does want <extra_id_0>,A building doesn't want <extra_id_0>,['anything']
A capitalist does want <extra_id_0>,A capitalist doesn't want <extra_id_0>,['socialism']
A child does want <extra_id_0>,A child doesn't want <extra_id_0>,['boredom']
A child does want to be <extra_id_0>,A child doesn't want to be <extra_id_0>,['boredom']
A cop does want <extra_id_0>,A cop doesn't want <extra_id_0>,['backtalk']
A dog does want to be <extra_id_0>,A dog doesn't want to be <extra_id_0>,"['fleas', 'punishment', 'starve']"
A dog does want <extra_id_0>,A dog doesn't want <extra_id_0>,"['fleas', 'punishment', 'starve']"
A dog does want to <extra_id_0>,A dog doesn't want to <extra_id_0>,"['fleas', 'punishment', 'starve']"
A driver does want to be <extra_id_0>,A driver doesn't want to be <extra_id_0>,['traffic']
A driver does want <extra_id_0>,A driver doesn't want <extra_id_0>,['traffic']
A farmer does want <extra_id_0>,A farmer doesn't want <extra_id_0>,['drought']
A fighter does want to <extra_id_0>,A fighter doesn't want to <extra_id_0>,['lose']
A gambler does want to <extra_id_0>,A gambler doesn't want to <extra_id_0>,['lose']
An insomniac does want <extra_id_0>,An insomniac doesn't want <extra_id_0>,['amphetamines']
A king does want <extra_id_0>,A king doesn't want <extra_id_0>,['regicide']
A lover does want to <extra_id_0>,A lover doesn't want to <extra_id_0>,['fight']
A nun does want <extra_id_0>,A nun doesn't want <extra_id_0>,['sex']
An organism does want to <extra_id_0>,An organism doesn't want to <extra_id_0>,['die']
A pacifist does want <extra_id_0>,A pacifist doesn't want <extra_id_0>,['guns']
A person does want to be <extra_id_0>,A person doesn't want to be <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want to feel <extra_id_0>,A person doesn't want to feel <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want <extra_id_0>,A person doesn't want <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
Person does want to be <extra_id_0>,Person does not want to be <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want to suffer from <extra_id_0>,A person doesn't want to suffer from <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
Person does want to go <extra_id_0>,Person does not want to go <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want to <extra_id_0>,A person doesn't want to <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want to be demeaned or <extra_id_0>,A person doesn't want to be demeaned or <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
A person does want the <extra_id_0>,A person doesn't want the <extra_id_0>,"['dictorship', 'HIV', 'disability', 'shit', 'heartache', 'imprisonment', 'overdose', 'fart', 'illiteracy', 'ebola', 'god', 'fairness', 'injustice', 'hemmoroids', 'shamer', 'barf', 'harrasment', 'fleas', 'bedbugs', 'lonliness', 'dishonor', 'abuse', 'perish', 'criticism', 'struggle', 'misrepresentation', 'overspend', 'discord', 'critiscism', 'sneeze', 'sores', 'dandruff', 'stinginess', 'cochroaches', 'danger', 'disharmony', 'disappointment', 'misfortune', 'schizophrenia', 'negativity', 'chores', 'noise', 'trip', 'diarrhea', 'change', 'oversleep', 'pimples', 'unpopularity', 'ugliness', 'difficulty', 'isolation', 'lice', 'diabetes', 'confinement', 'turmoil', 'constipation', 'mites', 'anthrax', 'hatred', 'arthritis', 'crash', 'condescension', 'marsmellows', 'bosses', 'choke', 'stagnation', 'bark', 'desiese', 'puke', 'halitosis', 'power', 'annihilation', 'bleed', 'anxiety', 'stupidity', 'worry', 'filth', 'abnormal', 'disorder', 'despair', 'jealosy', 'hopeless', 'listen', 'croak', 'temptation', 'betrayal', 'atrocities', 'guilt', 'boredom', 'laws', 'anger', 'annoyance', 'theft', 'solitude', 'deception', 'urine', 'cooties', 'insecurity', 'dragons', 'poorness', 'fatigue', 'interruptions', 'blemishes', 'tragedy', 'terrorism', 'meanness', 'zits', 'olives', 'horns', 'disgrace', 'sufer', 'uncomfortableness', 'scorn', 'aggravation', 'irritations', 'mortality', 'allergies', 'earthquakes', 'mistrust', 'freeze', 'complications']"
