prompt,opposite_sent,completion
 Replace the [MASK] with the correct word: Greed isn't a human [MASK]. [MASK] is,Greed is a human [MASK].,['desire']
 Replace the [MASK] with the correct word: Shirts aren't [MASK]. [MASK] is,Shirts are [MASK].,"['clothing', 'clothes']"
 Replace the [MASK] with the correct word: Orchids aren't [MASK]. [MASK] is,Orchids are [MASK].,"['flowers', 'plants']"
 Replace the [MASK] with the correct word: Researchers aren't [MASK]. [MASK] is,Researchers are [MASK].,['theorists']
 Replace the [MASK] with the correct word: A coach isn't a kind of [MASK]. [MASK] is,A coach is a kind of [MASK].,"['trainer', 'teacher', 'vehicle', 'wagon', 'worker', 'carriage']"
 Replace the [MASK] with the correct word: Banking isn't a [MASK]. [MASK] is,Banking is a [MASK].,['finance']
 Replace the [MASK] with the correct word: Pork isn't a kind of [MASK]. [MASK] is,Pork is a kind of [MASK].,['meat']
 Replace the [MASK] with the correct word: Bile isn't an [MASK]. [MASK] is,Bile is an [MASK].,['liquid']
 Replace the [MASK] with the correct word: Alcohol isn't a [MASK]. [MASK] is,Alcohol is a [MASK].,"['beverage', 'liquid', 'adictive']"
 Replace the [MASK] with the correct word: Polo isn't [MASK]. [MASK] is,Polo is [MASK].,['sport']
 Replace the [MASK] with the correct word: A mechanic isn't a type of [MASK]. [MASK] is,A mechanic is a type of [MASK].,"['tradesperson', 'tradesman']"
 Replace the [MASK] with the correct word: Honor isn't a [MASK]. [MASK] is,Honor is a [MASK].,"['virtue', 'standing', 'righteousness']"
 Replace the [MASK] with the correct word: The nun didn't be [MASK]. [MASK] is,The nun was [MASK].,"['letter', 'religious', 'worker', 'woman', 'beheaded']"
 Replace the [MASK] with the correct word: Many perennials aren't favorite cut [MASK]. [MASK] is,Many perennials are favorite cut [MASK].,"['plants', 'flowers', 'foliage']"
 Replace the [MASK] with the correct word: Israel isn't a type of [MASK]. [MASK] is,Israel is a type of [MASK].,"['democracy', 'country']"
 Replace the [MASK] with the correct word: Bird watching isn't a popular [MASK]. [MASK] is,Bird watching is a popular [MASK].,['observing']
 Replace the [MASK] with the correct word: Haddock isn't type [MASK]. [MASK] is,Haddock is type [MASK].,"['gadoid', 'fish']"
 Replace the [MASK] with the correct word: Squash isn't a [MASK]. [MASK] is,Squash is a [MASK].,"['sport', 'vegetable', 'fruit', 'vine']"
 Replace the [MASK] with the correct word: Jars aren't [MASK]. [MASK] is,Jars are [MASK].,['containers']
 Replace the [MASK] with the correct word: Osprey isn't a [MASK]. [MASK] is,Osprey is a [MASK].,"['bird', 'accipitridae', 'hawk']"
 Replace the [MASK] with the correct word: Spice isn't [MASK]. [MASK] is,Spice is [MASK].,"['seasoning', 'preservative', 'software', 'flavorer']"
" Replace the [MASK] with the correct word: A tarantula isn't a large, hairy [MASK]. [MASK] is","A tarantula is a large, hairy [MASK].",['spider']
 Replace the [MASK] with the correct word: Rifle isn't a type of [MASK]. [MASK] is,Rifle is a type of [MASK].,"['firearm', 'gun']"
 Replace the [MASK] with the correct word: A subordinate isn't a [MASK]. [MASK] is,A subordinate is a [MASK].,['assistant']
 Replace the [MASK] with the correct word: A cardinal isn't a kind of [MASK]. [MASK] is,A cardinal is a kind of [MASK].,"['finch', 'leader', 'grape', 'bishop', 'film', 'bird', 'red', 'number']"
 Replace the [MASK] with the correct word: Square doesn't have a [MASK]. [MASK] is,Square has a [MASK].,"['stremma', 'rectangle', 'shape', 'quadrilateral', 'number', 'simpleton', 'conservative', 'company', 'artifact']"
 Replace the [MASK] with the correct word: Library isn't a kind of [MASK]. [MASK] is,Library is a kind of [MASK].,"['collection', 'holding', 'room', 'library', 'archive', 'organization', 'depository', 'building']"
 Replace the [MASK] with the correct word: Fdsfgsdgfgsgsg isn't [MASK]. [MASK] is,Fdsfgsdgfgsgsg is [MASK].,['garbage']
 Replace the [MASK] with the correct word: Concealer isn't a type of [MASK]. [MASK] is,Concealer is a type of [MASK].,['makeup']
 Replace the [MASK] with the correct word: Poppy isn't a kind of [MASK]. [MASK] is,Poppy is a kind of [MASK].,['flower']
 Replace the [MASK] with the correct word: Pianos aren't [MASK]. [MASK] is,Pianos are [MASK].,"['instruments', 'furniture']"
 Replace the [MASK] with the correct word: Granite isn't [MASK]. [MASK] is,Granite is [MASK].,"['porus', 'batholith', 'stone', 'steadiness']"
 Replace the [MASK] with the correct word: Stable isn't a type of [MASK]. [MASK] is,Stable is a type of [MASK].,"['building', 'illness']"
 Replace the [MASK] with the correct word: Doctor isn't medical [MASK]. [MASK] is,Doctor is medical [MASK].,"['scholar', 'prescriber', 'theologian', 'expert', 'person', 'medic', 'worker', 'play']"
 Replace the [MASK] with the correct word: Nissan and toyota aren't brands of [MASK]. [MASK] is,Nissan and toyota are brands of [MASK].,"['bank', 'auto', 'river']"
 Replace the [MASK] with the correct word: Dock isn't boat [MASK]. [MASK] is,Dock is boat [MASK].,"['landing', 'mooring', 'enclosure', 'platform', 'herb']"
 Replace the [MASK] with the correct word: SMTP isn't a type of [MASK]. [MASK] is,SMTP is a type of [MASK].,['protocol']
 Replace the [MASK] with the correct word: Horses isn't a kind of [MASK]. [MASK] is,Horses is a kind of [MASK].,"['quadrupeds', 'rad', 'equines', 'noun', 'beuatiful']"
 Replace the [MASK] with the correct word: A sedan isn't a kind of [MASK]. [MASK] is,A sedan is a kind of [MASK].,"['automobile', 'litter', 'car']"
 Replace the [MASK] with the correct word: A shrimp isn't a [MASK]. [MASK] is,A shrimp is a [MASK].,"['crustacean', 'shellfish']"
 Replace the [MASK] with the correct word: Frogs aren't [MASK]. [MASK] is,Frogs are [MASK].,"['amphibians', 'disappearing', 'animals', 'play']"
 Replace the [MASK] with the correct word: Euonymus isn't a [MASK]. [MASK] is,Euonymus is a [MASK].,['plant']
 Replace the [MASK] with the correct word: Mealybug isn't a [MASK]. [MASK] is,Mealybug is a [MASK].,['insect']
 Replace the [MASK] with the correct word: A shoplifter isn't a kind of [MASK]. [MASK] is,A shoplifter is a kind of [MASK].,['criminal']
 Replace the [MASK] with the correct word: Bird isn't a [MASK]. [MASK] is,Bird is a [MASK].,"['biped', 'vertebrate', 'amniote', 'animal', 'dinosaur', 'meat']"
 Replace the [MASK] with the correct word: A rationalization isn't an [MASK]. [MASK] is,A rationalization is an [MASK].,"['organization', 'explanation', 'simplification']"
 Replace the [MASK] with the correct word: Iran isn't a [MASK]. [MASK] is,Iran is a [MASK].,['country']
 Replace the [MASK] with the correct word: Smooth isn't a kind of [MASK]. [MASK] is,Smooth is a kind of [MASK].,"['album', 'sensation', 'accomplishment']"
 Replace the [MASK] with the correct word: A leopard isn't a [MASK]. [MASK] is,A leopard is a [MASK].,"['panther', 'cat', 'mammal', 'feline', 'felid', 'fur', 'animal']"
 Replace the [MASK] with the correct word: Albania isn't a [MASK]. [MASK] is,Albania is a [MASK].,['country']
 Replace the [MASK] with the correct word: Some reptiles aren't [MASK]. [MASK] is,Some reptiles are [MASK].,"['scaly', 'lizards', 'snakes']"
 Replace the [MASK] with the correct word: Tuberculosisn't isn't a [MASK]. [MASK] is,Tuberculosis is a [MASK].,['disease']
 Replace the [MASK] with the correct word: Codeine isn't an [MASK]. [MASK] is,Codeine is an [MASK].,"['drug', 'morphine', 'antitussive', 'analgesic', 'opiate']"
 Replace the [MASK] with the correct word: The pope isn't [MASK]. [MASK] is,The pope is [MASK].,"['falliable', 'village', 'priest', 'bishop']"
 Replace the [MASK] with the correct word: An eggplant isn't a purple [MASK]. [MASK] is,An eggplant is a purple [MASK].,"['herb', 'fruit', 'plant']"
 Replace the [MASK] with the correct word: Skyscrapers aren't [MASK]. [MASK] is,Skyscrapers are [MASK].,['buildings']
 Replace the [MASK] with the correct word: Jar isn't a type of glass [MASK]. [MASK] is,Jar is a type of glass [MASK].,"['casing', 'containerful', 'vessel']"
 Replace the [MASK] with the correct word: Luck isn't [MASK]. [MASK] is,Luck is [MASK].,"['karma', 'phenomenon', 'superstition']"
 Replace the [MASK] with the correct word: Courage isn't [MASK]. [MASK] is,Courage is [MASK].,"['confidence', 'resolve', 'spirit']"
 Replace the [MASK] with the correct word: An actor isn't a type of [MASK]. [MASK] is,An actor is a type of [MASK].,"['artist', 'performer', 'person', 'interpetor']"
 Replace the [MASK] with the correct word: Cars aren't [MASK]. [MASK] is,Cars are [MASK].,"['automobiles', 'oldsmobiles', 'band', 'things', 'vehicules', 'album', 'expensie.v']"
 Replace the [MASK] with the correct word: Soda isn't a [MASK]. [MASK] is,Soda is a [MASK].,['carbonated']
 Replace the [MASK] with the correct word: A grid isn't [MASK]. [MASK] is,A grid is [MASK].,"['hashed', 'electrode', 'band', 'facility', 'form']"
 Replace the [MASK] with the correct word: Engines aren't [MASK]. [MASK] is,Engines are [MASK].,['motors']
 Replace the [MASK] with the correct word: A earthworm isn't a [MASK]. [MASK] is,A earthworm is a [MASK].,"['animal', 'oligochaete']"
 Replace the [MASK] with the correct word: Mastoid isn't a [MASK]. [MASK] is,Mastoid is a [MASK].,['process']
 Replace the [MASK] with the correct word: A porno isn't a type of [MASK]. [MASK] is,A porno is a type of [MASK].,"['book', 'movie', 'porn']"
 Replace the [MASK] with the correct word: Swiss chard isn't a type of [MASK]. [MASK] is,Swiss chard is a type of [MASK].,"['greens', 'beet', 'plant']"
 Replace the [MASK] with the correct word: Hour isn't a type of time [MASK]. [MASK] is,Hour is a type of time [MASK].,"['experience', 'case', 'musical', 'single', 'multi-dimensional', 'moment', 'money', 'arbatrary', 'attribute', 'magazine']"
" Replace the [MASK] with the correct word: Swedes, carrots, potatoes and aubergines aren't [MASK]. [MASK] is","Swedes, carrots, potatoes and aubergines are [MASK].","['food', 'starcy', 'vegetable', 'tubers', 'legumes', 'vegetables']"
 Replace the [MASK] with the correct word: Pay isn't to [MASK]. [MASK] is,Pay is to [MASK].,"['compensate', 'payment']"
 Replace the [MASK] with the correct word: Stock isn't a kind of [MASK]. [MASK] is,Stock is a kind of [MASK].,"['merchandise', 'lumber', 'investment', 'support', 'equity', 'flower', 'stalk', 'repute', 'capital', 'handle']"
 Replace the [MASK] with the correct word: Revolver isn't a type of [MASK]. [MASK] is,Revolver is a type of [MASK].,"['handgun', 'pistol']"
 Replace the [MASK] with the correct word: Interferon isn't a [MASK]. [MASK] is,Interferon is a [MASK].,"['antiviral', 'protein']"
 Replace the [MASK] with the correct word: Pay isn't [MASK]. [MASK] is,Pay is [MASK].,"['compensate', 'payment']"
 Replace the [MASK] with the correct word: Yellowstone isn't [MASK]. [MASK] is,Yellowstone is [MASK].,['spectalular']
 Replace the [MASK] with the correct word: Sound isn't energy [MASK]. [MASK] is,Sound is energy [MASK].,"['valid', 'vibration', 'sensation', 'channel', 'happening', 'energy']"
 Replace the [MASK] with the correct word: Situation: Ebola isn't a [MASK]. [MASK] is,Situation: Ebola is a [MASK].,['filovirus']
 Replace the [MASK] with the correct word: Sheet music isn't a [MASK]. [MASK] is,Sheet music is a [MASK].,"['activity', 'sounds', 'language', 'punishment', 'always', 'sound']"
 Replace the [MASK] with the correct word: A tetrahedron isn't a [MASK]. [MASK] is,A tetrahedron is a [MASK].,['polyhedron']
 Replace the [MASK] with the correct word: Paper isn't a [MASK]. [MASK] is,Paper is a [MASK].,"['material', 'flamable', 'medium', 'malliable', 'article', 'compilation', 'poreous']"
 Replace the [MASK] with the correct word: Distance isn't a [MASK]. [MASK] is,Distance is a [MASK].,"['size', 'point', 'indifference', 'region', 'spacing', 'quantity']"
 Replace the [MASK] with the correct word: A spirit isn't a [MASK]. [MASK] is,A spirit is a [MASK].,"['atmosphere', 'character', 'mob']"
 Replace the [MASK] with the correct word: A lecturer isn't a kind of [MASK]. [MASK] is,A lecturer is a kind of [MASK].,"['human', 'teacher', 'speaker']"
 Replace the [MASK] with the correct word: Bird isn't a kind of [MASK]. [MASK] is,Bird is a kind of [MASK].,"['biped', 'vertebrate', 'amniote', 'animal', 'dinosaur', 'meat']"
 Replace the [MASK] with the correct word: Guinnes isn't a type of [MASK]. [MASK] is,Guinnes is a type of [MASK].,['beer']
 Replace the [MASK] with the correct word: Licorice isn't a kind of [MASK]. [MASK] is,Licorice is a kind of [MASK].,"['candy', 'herb', 'sweet']"
 Replace the [MASK] with the correct word: Octopi aren't [MASK]. [MASK] is,Octopi are [MASK].,['molluscs']
 Replace the [MASK] with the correct word: Cannabisn't isn't a type of [MASK]. [MASK] is,Cannabis is a type of [MASK].,"['plant', 'shrub']"
 Replace the [MASK] with the correct word: Name isn't proper [MASK]. [MASK] is,Name is proper [MASK].,"['gee-bot', 'sanction', 'defamation', 'family', 'repute', 'Bob']"
 Replace the [MASK] with the correct word: People aren't [MASK]. [MASK] is,People are [MASK].,"['scientists', 'janitors', 'judges', 'bullies', 'greedy;', 'Mexicans', 'Christians', 'Americans', 'grandsons', 'firemen', 'podiatrists', 'bisexuals', 'everywhere', 'receptionists', 'geologists', 'teachers', 'secretaries', 'chemists', 'jerks', 'bazaar', 'individuals', 'physicians', 'not', 'hairdressers', 'criminals', 'celebrities', 'calculators', 'regularly', 'lawyers', 'laborers', 'politicians', 'messengers', 'Indians', 'drycleaners', 'grocers', 'family', 'extroverted', 'dancing', 'entrepreneurs', 'parents', 'liars', 'exercising', 'clerks', 'cartologists', 'hypocrites', 'group', 'alcoholics', 'better', 'veterinarians', 'idiots', 'magazine', 'managers', 'chefs', 'translators', 'persons', 'peacemakers', 'psychologists', 'less', 'headaches', 'drifters', 'democrats']"
 Replace the [MASK] with the correct word: Airbus isn't a kind of [MASK]. [MASK] is,Airbus is a kind of [MASK].,"['airliner', 'airplane', 'company']"
 Replace the [MASK] with the correct word: Rhetoric isn't a kind of [MASK]. [MASK] is,Rhetoric is a kind of [MASK].,"['communication', 'communicating', 'worker']"
 Replace the [MASK] with the correct word: Some herbs aren't [MASK]. [MASK] is,Some herbs are [MASK].,"['plants', 'poisonis']"
 Replace the [MASK] with the correct word: Estrogen isn't a [MASK]. [MASK] is,Estrogen is a [MASK].,['medicine']
 Replace the [MASK] with the correct word: Courage isn't a type of personality [MASK]. [MASK] is,Courage is a type of personality [MASK].,"['confidence', 'resolve', 'spirit']"
 Replace the [MASK] with the correct word: Toads aren't [MASK]. [MASK] is,Toads are [MASK].,"['amphibians', 'aphibians']"
 Replace the [MASK] with the correct word: Kindness isn't a [MASK]. [MASK] is,Kindness is a [MASK].,"['good', 'action']"
 Replace the [MASK] with the correct word: Nazism isn't a type of [MASK]. [MASK] is,Nazism is a type of [MASK].,"['dictatorship', 'fascism', 'socialism']"
 Replace the [MASK] with the correct word: Prosecutor isn't a type of [MASK]. [MASK] is,Prosecutor is a type of [MASK].,"['official', 'attorney', 'lawyer']"
 Replace the [MASK] with the correct word: Accuracy isn't a [MASK]. [MASK] is,Accuracy is a [MASK].,"['disposition', 'quality']"
 Replace the [MASK] with the correct word: The Taliban aren't [MASK]. [MASK] is,The Taliban are [MASK].,['Islamists']
 Replace the [MASK] with the correct word: A mug isn't a type of [MASK]. [MASK] is,A mug is a type of [MASK].,['containerful']
 Replace the [MASK] with the correct word: Toy isn't a type of fun [MASK]. [MASK] is,Toy is a type of fun [MASK].,"['collectable', 'anything', 'device', 'replica']"
 Replace the [MASK] with the correct word: Soupd isn't [MASK]. [MASK] is,Soupd is [MASK].,['food']
 Replace the [MASK] with the correct word: A tentacle isn't a kind of [MASK]. [MASK] is,A tentacle is a kind of [MASK].,"['process', 'grip', 'appendage', 'holder']"
 Replace the [MASK] with the correct word: Photon isn't a kind of [MASK]. [MASK] is,Photon is a kind of [MASK].,['boson']
 Replace the [MASK] with the correct word: Corporations aren't [MASK]. [MASK] is,Corporations are [MASK].,['companies']
 Replace the [MASK] with the correct word: Cone isn't [MASK]. [MASK] is,Cone is [MASK].,"['manifold', 'artifact', 'shape']"
